Date,Open,High,Low,Close,Volume
2020-12-28,93.95,96.25,92.16,94.21,4057552
2020-12-29,92.99,94.31,91.14,92.72,693982
2020-12-30,92.26,93.43,92.25,92.84,4879651
2020-12-31,91.49,93.41,90.85,92.13,2941887
2021-01-01,92.76,93.57,91.49,92.53,4809262
2021-01-04,93.65,95.47,92.13,93.8,1098866
2021-01-05,93.9,95.06,91.83,93.44,1743398
2021-01-06,94.22,94.05,93.08,93.57,2553699
2021-01-07,91.48,92.37,89.26,90.81,670679
2021-01-08,89.28,91.14,87.62,89.38,993999
2021-01-11,88.98,91.14,87.5,89.32,1985201
2021-01-12,89.76,90.16,89.05,89.6,3840841
2021-01-13,89.95,90.76,88.77,89.77,3701649
2021-01-14,87.87,88.88,86.52,87.7,932594
2021-01-15,86.63,87.62,86.13,86.88,783711
2021-01-18,88.04,89.85,87.47,88.66,3590949
2021-01-19,88.8,89.79,88.64,89.21,2144956
2021-01-20,89.39,90.54,89.23,89.88,4125133
2021-01-21,89.66,91.86,88.54,90.2,1854081
2021-01-22,89.88,90.19,88.36,89.28,2176871
2021-01-25,91.17,93.65,90.11,91.88,1571425
2021-01-26,92.2,92.6,91.5,92.05,1705589
2021-01-27,91.72,92.54,89.58,91.06,3757504
2021-01-28,91.32,92.7,90.35,91.53,2647021
2021-01-29,95.26,97.21,93.22,95.22,3734572
2021-02-01,94.33,95.98,92.09,94.03,875406
2021-02-02,93.74,95.19,92.84,94.01,2911122
2021-02-03,94.34,96.02,92.72,94.37,2583420
2021-02-04,95.81,96.23,94.41,95.32,4690509
2021-02-05,97.5,98.73,95.51,97.12,2494656
2021-02-08,101.5,101.67,100.33,101.0,1038202
2021-02-09,100.59,101.18,98.45,99.81,3723971
2021-02-10,100.17,101.25,99.51,100.38,1186943
2021-02-11,101.71,103.61,99.01,101.31,4675014
2021-02-12,98.99,100.2,97.45,98.83,2337492
2021-02-15,98.99,100.39,97.06,98.72,4038603
2021-02-16,100.16,100.99,98.56,99.78,3524159
2021-02-17,100.48,101.16,99.0,100.08,2607864
2021-02-18,100.45,100.73,98.93,99.83,3144242
2021-02-19,99.79,102.36,97.71,100.03,1327648
2021-02-22,99.68,101.52,97.35,99.43,843262
2021-02-23,100.28,101.41,99.86,100.64,4042628
2021-02-24,99.6,101.43,97.46,99.45,4927965
2021-02-25,99.03,99.96,97.32,98.64,4450496
2021-02-26,99.29,99.35,98.3,98.83,1880053
2021-03-01,98.99,100.66,97.57,99.11,2123256
2021-03-02,99.88,100.63,99.11,99.87,2147349
2021-03-03,98.35,99.52,97.7,98.61,3755087
2021-03-04,96.86,99.21,95.53,97.37,3390354
2021-03-05,95.16,96.5,94.56,95.53,4241685
2021-03-08,94.06,95.58,91.31,93.45,4965123
2021-03-09,91.85,93.81,90.46,92.13,2330250
2021-03-10,94.21,95.52,91.48,93.5,3583754
2021-03-11,94.6,96.64,93.35,95.0,2838683
2021-03-12,95.58,97.38,93.11,95.24,4821381
2021-03-15,96.19,97.25,94.9,96.08,2129284
2021-03-16,96.95,98.19,95.1,96.65,1360075
2021-03-17,97.1,98.36,95.39,96.88,2215095
2021-03-18,96.44,98.34,93.9,96.12,3336114
2021-03-19,98.62,98.8,97.17,97.99,4972331
2021-03-22,99.26,100.8,97.51,99.16,4329863
2021-03-23,99.31,102.01,98.0,100.01,592501
2021-03-24,101.79,103.43,100.89,102.16,2908398
2021-03-25,101.66,103.58,99.05,101.32,1236283
2021-03-26,96.74,97.96,95.55,96.75,2330773
2021-03-29,100.02,100.78,99.09,99.94,5050386
2021-03-30,101.44,102.98,99.6,101.29,5062813
2021-03-31,101.91,103.47,100.73,102.1,1210551
2021-04-01,105.95,106.05,104.93,105.49,1207264
2021-04-02,107.61,107.91,106.54,107.22,3751059
2021-04-05,104.62,105.19,103.33,104.26,2482747
2021-04-06,103.4,105.14,100.94,103.04,2505559
2021-04-07,103.01,104.71,100.03,102.37,4488171
2021-04-08,104.09,105.59,102.28,103.93,4782142
2021-04-09,101.83,101.79,100.36,101.07,4809744
2021-04-12,100.29,102.49,99.32,100.9,4037136
2021-04-13,102.05,104.09,99.59,101.84,5002042
2021-04-14,100.68,102.34,98.33,100.33,3851556
2021-04-15,102.15,103.3,101.09,102.19,4644835
2021-04-16,101.35,102.46,100.94,101.7,2960148
2021-04-19,103.58,105.87,101.11,103.49,754583
2021-04-20,101.68,104.16,99.66,101.91,4304052
2021-04-21,102.13,102.08,100.85,101.46,4724847
2021-04-22,101.36,103.77,99.41,101.59,1910235
2021-04-23,98.84,100.04,98.66,99.35,2536065
2021-04-26,97.23,97.72,96.5,97.11,3216757
2021-04-27,94.3,96.36,92.55,94.45,3625152
2021-04-28,92.71,94.78,91.85,93.31,3622771
2021-04-29,92.58,93.71,91.26,92.48,2314978
2021-04-30,92.97,95.06,90.77,92.91,4384955
2021-05-03,91.34,93.82,89.82,91.82,4260961
2021-05-04,88.74,89.14,88.05,88.6,5084592
2021-05-05,86.51,87.92,84.92,86.42,3247475
2021-05-06,85.84,87.21,83.72,85.47,867483
2021-05-07,82.92,84.44,81.77,83.1,4549690
2021-05-10,82.94,85.32,81.22,83.27,861141
2021-05-11,83.89,84.85,81.73,83.29,1372673
2021-05-12,82.06,82.56,81.4,81.98,1840525
2021-05-13,80.18,81.52,80.07,80.8,1371393
2021-05-14,81.33,82.66,79.18,80.92,3768216
2021-05-17,81.52,83.96,79.87,81.92,2542237
2021-05-18,83.37,83.57,82.41,82.99,1525498
2021-05-19,84.04,84.35,83.18,83.76,530989
2021-05-20,85.8,86.89,83.44,85.16,1522162
2021-05-21,84.14,84.04,82.99,83.52,3760356
2021-05-24,82.3,83.13,82.08,82.6,4164614
2021-05-25,83.88,85.43,81.63,83.53,1872842
2021-05-26,83.74,85.75,82.22,83.98,838561
2021-05-27,81.67,83.35,79.66,81.51,3190568
2021-05-28,83.81,85.19,82.17,83.68,4232154
2021-05-31,83.0,84.55,82.64,83.59,816701
2021-06-01,84.54,87.18,83.24,85.21,4234893
2021-06-02,85.48,87.03,85.14,86.09,1293644
2021-06-03,85.47,86.89,85.08,85.98,1664513
2021-06-04,86.37,88.68,84.74,86.71,3357962
2021-06-07,88.79,89.86,86.57,88.22,756187
2021-06-08,89.4,91.42,87.33,89.38,1924140
2021-06-09,90.1,90.4,88.94,89.67,1132351
2021-06-10,90.2,91.87,87.56,89.71,1467704
2021-06-11,89.8,91.01,87.92,89.47,4002141
2021-06-14,89.05,90.84,87.57,89.2,1538860
2021-06-15,89.65,91.21,87.06,89.13,696891
2021-06-16,91.15,91.94,89.65,90.79,1520391
2021-06-17,90.93,92.33,88.82,90.58,894659
2021-06-18,92.07,93.11,89.85,91.48,3368049
2021-06-21,91.2,92.95,89.17,91.06,4923130
2021-06-22,90.69,92.73,88.57,90.65,1265898
2021-06-23,88.73,89.82,86.54,88.18,3991148
2021-06-24,88.68,89.31,88.19,88.75,2159329
2021-06-25,91.18,91.51,89.94,90.73,859113
2021-06-28,92.02,94.92,90.45,92.69,3747364
2021-06-29,92.28,95.29,90.75,93.02,1455010
2021-06-30,96.58,98.89,94.19,96.54,3016272
2021-07-01,95.79,97.0,95.89,96.45,2787110
2021-07-02,99.12,99.61,97.12,98.37,3312242
2021-07-05,97.48,100.24,96.27,98.26,1109807
2021-07-06,98.75,100.38,96.43,98.4,1633947
2021-07-07,96.73,97.78,96.47,97.12,3918562
2021-07-08,95.18,96.1,92.85,94.47,4960648
2021-07-09,91.26,92.16,90.72,91.44,589470
2021-07-12,90.63,92.68,89.96,91.32,2368674
2021-07-13,89.18,90.74,88.98,89.86,4611613
2021-07-14,87.63,88.08,87.02,87.55,1885567
2021-07-15,85.73,85.63,84.5,85.06,2661360
2021-07-16,84.72,86.03,82.12,84.07,4677155
2021-07-19,86.0,87.94,84.51,86.22,5102383
2021-07-20,88.04,90.15,85.99,88.07,3593461
2021-07-21,87.65,89.48,86.94,88.21,3635383
2021-07-22,89.91,91.07,88.69,89.88,3383826
2021-07-23,91.04,92.0,89.78,90.89,1815858
2021-07-26,89.13,91.03,87.93,89.48,4631471
2021-07-27,92.09,93.03,90.82,91.92,688004
2021-07-28,90.98,92.21,88.6,90.41,789063
2021-07-29,89.66,92.29,88.49,90.39,3209442
2021-07-30,89.74,92.16,88.1,90.13,4293919
2021-08-02,89.22,90.52,88.76,89.64,4209616
2021-08-03,88.52,90.44,87.67,89.06,3596887
2021-08-04,89.57,90.91,89.2,90.05,2241974
2021-08-05,89.89,90.22,89.19,89.71,2136286
2021-08-06,86.66,88.89,85.55,87.22,2553436
2021-08-09,88.92,90.0,87.17,88.58,1704555
2021-08-10,86.78,87.92,84.56,86.24,2515546
2021-08-11,85.23,85.22,84.08,84.65,1008145
2021-08-12,86.66,88.6,84.29,86.44,2019737
2021-08-13,86.54,89.13,84.8,86.96,4791607
2021-08-16,87.49,89.33,86.81,88.07,3773919
2021-08-17,88.25,90.61,86.65,88.63,1152859
2021-08-18,89.21,89.43,87.69,88.56,1791052
2021-08-19,89.01,90.1,86.61,88.35,1675293
2021-08-20,89.7,91.9,87.84,89.87,1827378
2021-08-23,87.1,89.2,85.48,87.34,3819166
2021-08-24,86.13,87.95,84.29,86.12,4656388
2021-08-25,84.35,85.84,83.43,84.63,3825451
2021-08-26,85.26,86.42,82.8,84.61,2699517
2021-08-27,87.4,89.44,86.14,87.79,1312166
2021-08-30,86.49,87.33,86.0,86.67,1172587
2021-08-31,88.09,88.83,87.55,88.19,4307492
2021-09-01,86.2,88.49,84.95,86.72,3669705
2021-09-02,86.72,88.4,85.36,86.88,2806746
2021-09-03,87.85,88.69,86.0,87.35,3130303
2021-09-06,84.69,87.15,83.2,85.18,4538277
2021-09-07,84.4,85.82,82.75,84.29,4250002
2021-09-08,85.23,86.46,84.26,85.36,915272
2021-09-09,84.69,86.27,84.01,85.14,2289736
2021-09-10,83.87,85.97,83.08,84.53,702816
2021-09-13,83.38,85.37,81.99,83.68,2276807
2021-09-14,83.22,85.17,82.44,83.81,3376774
2021-09-15,83.12,84.55,82.02,83.29,1455820
2021-09-16,83.07,84.27,81.04,82.66,1192970
2021-09-17,83.67,84.97,81.78,83.37,2755759
2021-09-20,83.66,84.86,81.28,83.07,2883233
2021-09-21,81.94,82.55,81.53,82.04,3806691
2021-09-22,82.64,84.03,80.71,82.37,568006
2021-09-23,82.09,83.13,80.63,81.88,1635409
2021-09-24,79.83,80.71,79.67,80.19,4178179
2021-09-27,78.21,79.91,77.0,78.46,3726838
2021-09-28,78.51,79.99,76.96,78.48,4550342
2021-09-29,77.17,77.99,75.61,76.8,4348320
2021-09-30,77.89,79.56,76.31,77.94,4399573
2021-10-01,78.26,79.47,77.74,78.61,2845563
2021-10-04,79.05,79.14,77.72,78.43,4834472
2021-10-05,77.2,78.61,76.74,77.67,2417836
2021-10-06,79.18,79.65,77.57,78.61,4672781
2021-10-07,80.67,81.79,78.76,80.28,2357245
2021-10-08,85.79,87.2,83.46,85.33,2794043
2021-10-11,84.03,85.26,82.01,83.63,3730999
2021-10-12,82.03,83.12,81.72,82.42,2360230
2021-10-13,82.68,83.53,81.49,82.51,1164535
2021-10-14,81.63,81.96,80.63,81.3,4667947
2021-10-15,80.01,81.19,78.21,79.7,2639990
2021-10-18,79.79,80.88,79.28,80.08,4715492
2021-10-19,79.68,81.34,78.85,80.09,2296892
2021-10-20,79.44,81.32,78.0,79.66,4931330
2021-10-21,79.54,81.04,78.1,79.57,3219954
2021-10-22,80.76,81.55,79.78,80.67,4064987
2021-10-25,80.53,81.03,79.17,80.1,3955012
2021-10-26,80.01,81.11,78.23,79.67,1424112
2021-10-27,78.69,79.72,77.21,78.46,4298088
2021-10-28,78.19,79.03,77.94,78.48,4754657
2021-10-29,80.28,82.11,78.5,80.31,3633027
2021-11-01,79.23,80.65,78.22,79.44,4866843
2021-11-02,78.33,79.8,77.53,78.66,4391799
2021-11-03,76.51,77.81,76.43,77.12,3637866
2021-11-04,78.26,79.44,77.47,78.46,2737800
2021-11-05,76.18,77.37,75.59,76.48,4583412
2021-11-08,78.54,79.26,77.63,78.45,1401784
2021-11-09,77.76,79.59,77.03,78.31,3035957
2021-11-10,78.9,80.32,78.07,79.19,4264076
2021-11-11,78.29,80.66,77.07,78.86,4788586
2021-11-12,79.79,81.51,77.72,79.61,1734136
2021-11-15,78.1,78.74,77.28,78.01,960604
2021-11-16,77.87,78.62,77.53,78.07,2003279
2021-11-17,80.25,82.38,79.04,80.71,4674129
2021-11-18,81.29,82.71,78.69,80.7,2857790
2021-11-19,79.9,81.57,78.01,79.79,766857
2021-11-22,79.95,80.15,79.28,79.72,1038970
2021-11-23,78.22,78.97,77.4,78.19,2105419
2021-11-24,78.86,78.93,78.01,78.47,2057124
2021-11-25,78.93,80.11,76.75,78.43,1110051
2021-11-26,76.74,78.16,75.6,76.88,2833640
2021-11-29,78.94,79.9,77.49,78.7,2778794
2021-11-30,78.02,79.62,77.09,78.36,1409062
2021-12-01,78.21,78.81,77.24,78.02,1558347
2021-12-02,77.37,78.81,76.17,77.49,3537473
2021-12-03,76.13,77.17,76.31,76.74,4878746
2021-12-06,76.66,77.47,74.74,76.1,5067104
2021-12-07,77.13,78.19,75.17,76.68,683391
2021-12-08,75.74,77.4,74.59,75.99,4622051
2021-12-09,77.0,77.28,75.5,76.39,4826616
2021-12-10,76.64,78.52,75.21,76.87,1773237
2021-12-13,76.74,78.27,75.3,76.79,2306598
2021-12-14,77.11,77.25,76.09,76.67,618684
2021-12-15,76.01,76.93,75.57,76.25,4151507
2021-12-16,77.97,79.42,76.65,78.03,4173029
2021-12-17,78.18,78.82,77.14,77.98,593642
2021-12-20,76.99,78.02,76.87,77.45,3710985
2021-12-21,77.63,78.35,77.1,77.72,2370345
2021-12-22,77.54,78.42,77.13,77.77,2958339
2021-12-23,73.55,74.41,72.27,73.34,1661623
2021-12-24,73.88,75.58,73.04,74.31,4277615
2021-12-27,71.93,72.86,71.63,72.24,2452575
2021-12-28,71.17,72.3,69.57,70.93,4438656
2021-12-29,71.44,72.59,71.07,71.83,1196444
2021-12-30,72.94,73.85,72.21,73.03,3249229
2021-12-31,72.36,72.8,71.43,72.12,1943972
2022-01-03,71.62,72.79,69.84,71.32,4955082
2022-01-04,70.2,72.37,68.95,70.66,3062139
2022-01-05,71.16,71.81,69.71,70.76,3749441
2022-01-06,70.0,70.16,69.35,69.75,913444
2022-01-07,70.57,71.48,70.03,70.76,3646365
2022-01-10,70.92,71.19,70.04,70.62,958577
2022-01-11,71.14,72.43,69.33,70.88,2142163
2022-01-12,71.69,72.06,71.1,71.58,1530297
2022-01-13,72.1,73.78,70.28,72.03,516620
2022-01-14,71.66,72.59,70.2,71.4,3194226
2022-01-17,73.17,73.7,71.47,72.59,1636178
2022-01-18,76.01,77.58,74.25,75.92,3052988
2022-01-19,76.74,76.79,75.94,76.36,3983579
2022-01-20,76.97,78.25,75.09,76.67,1312129
2022-01-21,77.02,77.14,76.02,76.58,3702895
2022-01-24,76.92,78.03,74.7,76.36,1847110
2022-01-25,76.63,78.21,75.81,77.01,2022783
2022-01-26,77.01,77.9,76.94,77.42,3129746
2022-01-27,76.3,77.85,74.55,76.2,3421555
2022-01-28,76.23,76.72,75.87,76.29,3457814
2022-01-31,76.63,77.13,75.94,76.54,1387617
2022-02-01,75.35,76.56,73.42,74.99,3236470
2022-02-02,74.13,74.67,72.57,73.62,1749215
2022-02-03,72.16,73.89,70.62,72.26,1812023
2022-02-04,71.29,72.3,69.79,71.04,4925816
2022-02-07,70.54,72.12,69.65,70.89,958403
2022-02-08,72.17,72.92,71.35,72.13,2440906
2022-02-09,71.29,72.39,71.29,71.84,2496982
2022-02-10,71.36,73.09,69.63,71.36,1624100
2022-02-11,70.53,70.98,69.98,70.48,4134860
2022-02-14,71.92,72.77,70.54,71.65,2780314
2022-02-15,71.97,72.55,71.04,71.8,3751936
2022-02-16,71.02,71.91,70.45,71.18,2280133
2022-02-17,67.28,68.96,66.67,67.81,4986148
2022-02-18,69.03,70.92,68.0,69.46,3962174
2022-02-21,70.64,71.55,68.66,70.1,2036143
2022-02-22,69.35,70.42,67.34,68.88,5001158
2022-02-23,69.02,69.97,68.47,69.22,4435444
2022-02-24,67.55,68.78,66.84,67.81,3293844
2022-02-25,67.74,68.16,67.46,67.81,574024
2022-02-28,68.45,69.6,66.88,68.24,3199640
2022-03-01,67.76,68.67,67.17,67.92,3642826
2022-03-02,69.16,70.78,68.52,69.65,2248059
2022-03-03,69.55,70.24,69.07,69.66,1147797
2022-03-04,69.11,70.86,67.9,69.38,3064910
2022-03-07,68.18,69.83,66.91,68.37,4228177
2022-03-08,67.67,69.58,66.51,68.04,1955713
2022-03-09,69.6,69.83,69.01,69.42,2654799
2022-03-10,70.61,72.33,68.82,70.58,521461
2022-03-11,70.65,71.61,70.2,70.91,3701383
2022-03-14,71.63,72.37,70.77,71.57,4479330
2022-03-15,71.76,72.48,71.05,71.77,4015443
2022-03-16,73.11,73.51,72.01,72.76,2498947
2022-03-17,74.17,74.81,72.45,73.63,719566
2022-03-18,74.01,75.18,73.72,74.45,2774172
2022-03-21,75.95,76.46,74.52,75.49,4862183
2022-03-22,76.65,77.78,75.01,76.4,896504
2022-03-23,77.61,79.05,75.69,77.37,1499471
2022-03-24,77.34,78.96,76.04,77.5,4281015
2022-03-25,77.31,78.81,76.2,77.51,3057629
2022-03-28,76.59,77.81,76.58,77.2,1276585
2022-03-29,75.88,76.91,73.7,75.3,639856
2022-03-30,76.38,76.68,75.81,76.25,2405893
2022-03-31,76.39,77.29,75.72,76.51,3198915
2022-04-01,77.11,77.53,76.58,77.05,4341831
2022-04-04,73.42,75.32,72.6,73.96,4851674
2022-04-05,73.8,75.11,73.27,74.19,2575980
2022-04-06,73.4,74.58,71.94,73.26,2462328
2022-04-07,73.03,73.88,72.14,73.01,4721639
2022-04-08,71.89,72.57,70.55,71.56,4157890
2022-04-11,71.17,71.99,69.98,70.99,1465266
2022-04-12,70.87,71.17,70.33,70.75,3589451
2022-04-13,70.51,71.11,69.2,70.16,3781429
2022-04-14,69.27,71.0,68.51,69.75,1570624
2022-04-15,68.38,69.25,67.08,68.17,5128825
2022-04-18,69.01,69.22,68.32,68.77,1867908
2022-04-19,68.09,69.59,67.09,68.34,3010736
2022-04-20,69.01,70.13,68.58,69.35,2801112
2022-04-21,70.74,71.44,70.69,71.06,3788977
2022-04-22,70.72,71.64,70.48,71.06,4557684
2022-04-25,70.73,71.76,69.65,70.71,2292323
2022-04-26,71.38,72.61,71.0,71.8,2298518
2022-04-27,71.9,73.07,70.36,71.72,3890394
2022-04-28,71.71,72.87,71.45,72.16,4844499
2022-04-29,72.49,74.54,71.55,73.04,4700799
2022-05-02,72.99,73.99,72.42,73.2,3904199
2022-05-03,72.99,74.63,72.08,73.36,3679055
2022-05-04,74.02,74.98,71.9,73.44,3968735
2022-05-05,72.9,74.06,72.2,73.13,4752221
2022-05-06,72.8,73.56,72.69,73.12,547947
2022-05-09,73.59,75.11,72.79,73.95,3219302
2022-05-10,72.75,74.72,71.09,72.9,671942
2022-05-11,71.53,73.15,69.67,71.41,3226356
2022-05-12,74.09,74.45,73.06,73.76,2421113
2022-05-13,74.74,76.41,73.4,74.9,1928051
2022-05-16,75.78,76.53,74.73,75.63,4595798
2022-05-17,75.35,75.99,74.75,75.37,3718480
2022-05-18,77.0,77.98,75.17,76.57,3149179
2022-05-19,78.14,79.23,76.88,78.05,4638284
2022-05-20,77.51,79.0,76.54,77.77,947453
2022-05-23,78.38,79.81,76.44,78.13,3439569
2022-05-24,80.09,80.61,78.74,79.68,1249989
2022-05-25,81.48,83.02,80.03,81.53,1618886
2022-05-26,84.49,84.87,82.8,83.83,1406638
2022-05-27,82.99,82.98,82.01,82.49,3044470
2022-05-30,83.5,84.96,82.86,83.91,3443223
2022-05-31,84.25,85.88,81.85,83.86,3906080
2022-06-01,84.07,85.17,82.71,83.94,2487280
2022-06-02,85.82,86.39,85.16,85.77,4929305
2022-06-03,85.69,87.28,84.07,85.67,2186150
2022-06-06,86.61,88.22,84.04,86.13,1217331
2022-06-07,85.91,87.74,83.77,85.76,670036
2022-06-08,86.25,87.62,84.78,86.2,1084811
2022-06-09,84.87,86.56,84.42,85.49,2544578
2022-06-10,86.13,87.64,84.77,86.2,2397286
2022-06-13,84.73,85.98,82.39,84.18,4552519
2022-06-14,84.99,86.58,82.82,84.7,1078211
2022-06-15,84.25,86.67,83.04,84.86,1686696
2022-06-16,87.51,88.2,85.74,86.97,5150725
2022-06-17,88.53,88.72,87.42,88.07,644185
2022-06-20,88.06,89.44,86.56,88.0,2413202
2022-06-21,87.58,88.97,87.53,88.25,1400036
2022-06-22,90.92,91.39,90.26,90.83,3065864
2022-06-23,92.64,94.7,91.91,93.31,5140973
2022-06-24,92.38,94.32,90.97,92.64,1543722
2022-06-27,93.38,95.25,91.13,93.19,2192178
2022-06-28,93.17,94.47,90.64,92.56,2555715
2022-06-29,95.44,97.77,93.53,95.65,4358268
2022-06-30,97.33,98.73,94.82,96.77,5045419
2022-07-01,97.38,98.58,94.89,96.74,935157
2022-07-04,95.35,96.59,95.59,96.09,2735572
2022-07-05,94.63,96.69,93.36,95.03,3973207
2022-07-06,94.44,94.83,93.43,94.13,550034
2022-07-07,97.54,97.74,96.54,97.14,4383223
2022-07-08,97.88,98.85,97.26,98.05,1621071
2022-07-11,98.13,99.99,95.79,97.89,2842352
2022-07-12,99.91,101.71,97.75,99.73,5084039
2022-07-13,102.36,104.41,99.52,101.97,3505649
2022-07-14,100.46,102.57,97.65,100.11,5134642
2022-07-15,99.53,102.48,97.9,100.19,3220960
2022-07-18,100.67,102.0,100.45,101.23,1476778
2022-07-19,103.36,106.32,101.63,103.97,3807926
2022-07-20,105.3,106.85,102.3,104.58,3306422
2022-07-21,103.03,104.65,100.06,102.35,1980731
2022-07-22,103.03,103.37,101.72,102.55,849277
2022-07-25,99.47,100.82,99.35,100.09,3584781
2022-07-26,101.04,103.29,98.55,100.92,3149490
2022-07-27,101.18,102.55,100.82,101.69,4041388
2022-07-28,101.83,103.3,100.78,102.04,1074088
2022-07-29,103.5,105.35,102.42,103.88,3028147
2022-08-01,102.64,102.87,101.34,102.1,4329945
2022-08-02,101.3,102.43,101.33,101.88,4530199
2022-08-03,100.86,103.13,98.12,100.62,4846504
2022-08-04,101.08,102.57,98.05,100.31,1462989
2022-08-05,100.24,102.27,97.62,99.94,1287713
2022-08-08,99.39,101.13,98.99,100.06,3099194
2022-08-09,101.31,101.6,99.71,100.66,2612857
2022-08-10,101.8,102.94,100.2,101.57,1582508
2022-08-11,103.37,104.9,101.99,103.44,993901
2022-08-12,104.04,104.31,103.24,103.78,1153690
2022-08-15,103.92,105.42,101.17,103.3,2044895
2022-08-16,105.19,107.85,102.6,105.23,3968042
2022-08-17,104.34,105.91,102.67,104.29,807173
2022-08-18,103.72,105.13,102.48,103.8,982534
2022-08-19,105.01,107.09,104.37,105.73,1752054
2022-08-22,107.32,107.57,106.09,106.83,4523162
2022-08-23,106.0,107.74,105.54,106.64,4973620
2022-08-24,105.83,107.6,104.42,106.01,2510209
2022-08-25,105.74,107.37,104.48,105.93,701804
2022-08-26,106.95,109.03,105.62,107.33,568146
2022-08-29,107.8,110.34,105.6,107.97,4417474
2022-08-30,106.85,107.66,105.63,106.65,2563635
2022-08-31,106.87,107.79,106.6,107.19,857239
2022-09-01,109.53,110.74,109.47,110.1,4474954
2022-09-02,113.77,113.98,112.24,113.11,3033449
2022-09-05,113.35,114.35,110.65,112.5,2096291
2022-09-06,113.46,115.94,111.13,113.53,2580743
2022-09-07,113.15,116.04,110.88,113.46,1514774
2022-09-08,113.16,116.0,111.97,113.99,4735200
2022-09-09,113.43,115.77,112.78,114.27,4065360
2022-09-12,113.6,114.71,112.87,113.79,1407525
2022-09-13,113.91,114.61,111.66,113.14,3851289
2022-09-14,116.07,116.99,114.29,115.64,1365235
2022-09-15,115.28,118.15,112.97,115.56,2543410
2022-09-16,117.72,118.57,115.13,116.85,3954818
2022-09-19,115.35,116.58,114.38,115.48,679395
2022-09-20,117.4,119.09,116.55,117.82,3915258
2022-09-21,117.2,118.25,116.43,117.34,1529234
2022-09-22,117.26,120.56,115.05,117.8,3675000
2022-09-23,118.39,118.37,116.96,117.67,2752544
2022-09-26,118.55,119.44,118.19,118.81,629489
2022-09-27,119.31,120.04,117.98,119.01,3941365
2022-09-28,118.0,120.72,115.7,118.21,1692458
2022-09-29,116.7,117.75,114.16,115.95,4971347
2022-09-30,117.08,118.86,114.77,116.81,4342424
2022-10-03,116.85,118.29,115.45,116.87,1369167
2022-10-04,113.57,114.97,113.51,114.24,3351680
2022-10-05,112.43,114.18,109.24,111.71,2225505
2022-10-06,112.42,113.33,111.35,112.34,3245743
2022-10-07,110.13,111.13,109.88,110.51,3106074
2022-10-10,109.01,110.14,106.57,108.35,1904501
2022-10-11,108.76,110.27,108.81,109.54,3505481
2022-10-12,121.56,122.76,121.08,121.92,2010155
2022-10-13,118.92,121.34,116.35,118.85,4820113
2022-10-14,115.55,117.57,114.13,115.85,5005674
2022-10-17,118.42,119.63,117.3,118.47,1301693
2022-10-18,113.4,115.19,112.47,113.83,4082409
2022-10-19,113.62,116.53,112.06,114.3,4720263
2022-10-20,111.43,112.97,111.55,112.26,1109688
2022-10-21,113.13,114.58,112.92,113.75,3928365
2022-10-24,112.59,113.71,109.84,111.78,4886189
2022-10-25,112.69,114.48,110.62,112.55,1533767
2022-10-26,112.69,115.46,109.95,112.71,3129348
2022-10-27,110.99,112.58,109.81,111.2,4201636
2022-10-28,114.0,114.34,112.91,113.63,2085701
2022-10-31,111.59,114.0,110.46,112.23,1609188
2022-11-01,111.92,114.32,110.33,112.33,2290935
2022-11-02,111.24,111.83,110.1,110.96,2058670
2022-11-03,112.1,113.94,110.34,112.14,3843193
2022-11-04,110.55,111.06,109.09,110.08,2250328
2022-11-07,107.58,109.24,104.56,106.9,2323710
2022-11-08,106.2,107.95,103.36,105.65,4862151
2022-11-09,106.52,108.52,105.61,107.06,3186218
2022-11-10,105.76,109.04,103.86,106.45,4735898
2022-11-11,103.86,106.98,101.85,104.41,3841661
2022-11-14,105.44,105.76,104.16,104.96,4530127
2022-11-15,106.79,107.4,104.78,106.09,1408536
2022-11-16,105.7,106.77,103.2,104.98,4821366
2022-11-17,105.18,106.23,104.81,105.52,4797534
2022-11-18,105.52,106.28,103.62,104.95,690933
2022-11-21,105.74,106.76,104.6,105.68,2131802
2022-11-22,106.58,108.58,103.49,106.03,2375735
2022-11-23,105.61,106.93,104.14,105.53,2409901
2022-11-24,102.83,105.51,101.32,103.42,4166361
2022-11-25,101.72,103.71,101.1,102.41,3715284
2022-11-28,101.24,101.27,99.74,100.5,1513236
2022-11-29,99.33,101.66,97.23,99.44,3308476
2022-11-30,98.26,98.99,98.0,98.5,4979920
2022-12-01,98.28,99.11,97.9,98.5,2480877
2022-12-02,98.13,99.52,97.11,98.32,4694754
2022-12-05,100.34,101.49,97.76,99.63,3513989
2022-12-06,99.75,101.65,99.27,100.46,4739261
2022-12-07,101.04,102.3,101.02,101.66,4670889
2022-12-08,102.52,103.2,100.89,102.04,579343
2022-12-09,102.43,103.36,101.34,102.35,4125788
2022-12-12,101.67,102.8,101.76,102.28,1352763
2022-12-13,101.33,103.7,100.49,102.1,4224388
2022-12-14,97.7,98.85,97.41,98.13,4470501
2022-12-15,99.45,100.9,98.75,99.83,1719438
2022-12-16,100.65,103.24,99.63,101.44,823285
2022-12-19,100.41,102.83,98.9,100.86,2414400
2022-12-20,100.22,100.86,98.81,99.84,1901621
2022-12-21,101.27,101.87,99.53,100.7,3043385
2022-12-22,102.24,102.6,100.58,101.59,884343
2022-12-23,100.98,103.6,98.72,101.16,704838
