SqFt,Bedrooms,Bathrooms,GarageCars,Age,LotSize,Floors,Pool,Fireplace,Renovated,Neighborhood,Condition,Style,Price
3190.0,6.0,3.0,2.0,30.0,18848.0,3.0,0.0,0.0,0.0,Eastside,Good,Victorian,492100.0
3051.0,2.0,2.0,0.0,20.0,3497.0,2.0,0.0,1.0,1.0,Lakeside,Excellent,Ranch,622400.0
,6.0,1.0,1.0,46.0,4100.0,2.0,0.0,1.0,0.0,Lakeside,Poor,Victorian,246500.0
2691.0,4.0,1.0,1.0,19.0,2445.0,1.0,0.0,0.0,1.0,Eastside,Good,Victorian,370100.0
4383.0,1.0,4.0,2.0,16.0,18675.0,2.5,1.0,1.0,0.0,Heritage,Excellent,Cape Cod,796400.0
783.0,6.0,3.0,0.0,52.0,5242.0,2.0,0.0,0.0,1.0,Eastside,Poor,Ranch,135000.0
3961.0,1.0,1.5,0.0,35.0,12826.0,1.5,0.0,0.0,0.0,Midtown,Good,Ranch,531300.0
2818.0,4.0,1.5,3.0,21.0,16633.0,2.5,1.0,1.0,0.0,Midtown,Excellent,Ranch,620200.0
3793.0,5.0,1.0,2.0,51.0,15800.0,1.0,0.0,1.0,0.0,Westside,Fair,Victorian,456500.0
3552.0,2.0,4.0,3.0,57.0,19079.0,2.0,1.0,1.0,1.0,Heritage,Poor,Cape Cod,440000.0
2558.0,2.0,1.0,1.0,19.0,2967.0,3.0,0.0,0.0,0.0,Suburbs,Fair,Modern,333200.0
2027.0,3.0,3.5,3.0,31.0,9327.0,2.0,0.0,1.0,0.0,Uptown,Fair,Cape Cod,394400.0
3397.0,6.0,1.5,1.0,29.0,11110.0,1.0,0.0,1.0,0.0,Westside,Good,Cape Cod,502000.0
1302.0,2.0,2.0,2.0,,14530.0,1.5,0.0,1.0,0.0,Lakeside,Fair,Modern,267300.0
3211.0,4.0,1.5,0.0,57.0,13207.0,1.0,0.0,0.0,0.0,Midtown,Fair,Modern,398200.0
1107.0,3.0,3.5,3.0,32.0,12079.0,2.0,0.0,0.0,1.0,Westside,Excellent,Colonial,342700.0
3494.0,1.0,1.0,1.0,,7523.0,1.5,0.0,1.0,0.0,Downtown,Good,Cape Cod,541800.0
3403.0,5.0,2.0,,35.0,3916.0,1.0,0.0,1.0,0.0,Uptown,Excellent,Modern,696300.0
1063.0,5.0,1.5,1.0,53.0,9769.0,2.5,1.0,1.0,0.0,Heritage,Good,Cape Cod,196200.0
3957.0,4.0,1.5,3.0,24.0,6673.0,1.0,0.0,0.0,0.0,Eastside,Excellent,Cape Cod,615300.0
2487.0,2.0,1.5,1.0,23.0,11977.0,1.5,0.0,1.0,0.0,Lakeside,Poor,Colonial,386700.0
4083.0,1.0,4.0,0.0,25.0,16348.0,3.0,0.0,0.0,0.0,Suburbs,Excellent,Ranch,655200.0
878.0,3.0,2.0,0.0,59.0,11945.0,1.0,1.0,0.0,0.0,Uptown,Excellent,Cape Cod,216000.0
1471.0,4.0,2.0,2.0,36.0,12494.0,1.5,1.0,0.0,1.0,Heritage,Poor,Victorian,240400.0
2824.0,4.0,2.0,0.0,9.0,2753.0,1.5,1.0,0.0,0.0,Heritage,Fair,Cape Cod,373300.0
1509.0,2.0,4.0,1.0,2.0,13603.0,2.0,1.0,1.0,1.0,Heritage,Fair,Modern,320700.0
2118.0,4.0,2.0,2.0,31.0,9910.0,1.5,0.0,0.0,0.0,Uptown,Fair,Colonial,392300.0
3540.0,2.0,2.0,1.0,,4226.0,3.0,0.0,0.0,1.0,Lakeside,Excellent,Colonial,666700.0
1321.0,5.0,2.0,0.0,28.0,5848.0,1.0,0.0,1.0,1.0,Midtown,Good,Modern,280200.0
3614.0,5.0,2.0,2.0,33.0,16053.0,3.0,1.0,1.0,0.0,Lakeside,Poor,Colonial,590300.0
,4.0,1.0,2.0,47.0,18500.0,2.0,0.0,0.0,0.0,Lakeside,Good,Colonial,302500.0
1453.0,1.0,3.0,2.0,30.0,11139.0,1.0,0.0,0.0,0.0,Midtown,Excellent,Colonial,314500.0
3226.0,6.0,1.0,3.0,54.0,19578.0,1.0,1.0,1.0,1.0,Uptown,Fair,Modern,555300.0
,1.0,1.5,0.0,38.0,5240.0,1.0,1.0,0.0,0.0,Heritage,Excellent,Ranch,552400.0
1433.0,6.0,1.5,1.0,43.0,7393.0,1.5,1.0,0.0,0.0,Midtown,Good,Ranch,292600.0
1989.0,1.0,2.0,0.0,46.0,18741.0,1.5,0.0,0.0,0.0,Midtown,Excellent,Ranch,341200.0
4678.0,4.0,3.5,3.0,37.0,5153.0,2.5,0.0,0.0,0.0,Westside,Excellent,Modern,792100.0
4955.0,1.0,3.0,2.0,3.0,13868.0,1.5,0.0,1.0,1.0,Heritage,Poor,Ranch,547800.0
3198.0,1.0,4.0,0.0,25.0,5951.0,2.5,0.0,0.0,0.0,Suburbs,Excellent,Victorian,523000.0
2622.0,5.0,2.0,2.0,8.0,7961.0,1.5,0.0,0.0,1.0,Heritage,Poor,Ranch,357000.0
2191.0,5.0,4.0,0.0,30.0,10599.0,1.5,0.0,0.0,1.0,Midtown,Excellent,Victorian,430900.0
3333.0,1.0,1.0,1.0,8.0,8479.0,1.5,1.0,0.0,0.0,Downtown,Excellent,Ranch,762500.0
3240.0,6.0,2.5,2.0,30.0,17741.0,1.5,0.0,0.0,0.0,Uptown,Fair,Ranch,564900.0
1967.0,2.0,3.5,2.0,20.0,19510.0,3.0,0.0,1.0,1.0,Midtown,Poor,Victorian,359700.0
798.0,2.0,2.5,3.0,1.0,11000.0,1.5,1.0,0.0,1.0,Westside,Fair,Modern,256800.0
1351.0,2.0,4.0,2.0,7.0,11453.0,1.5,0.0,0.0,1.0,Eastside,Fair,Ranch,260800.0
4821.0,3.0,2.0,3.0,30.0,2997.0,3.0,0.0,0.0,1.0,Suburbs,Good,Victorian,688400.0
2498.0,2.0,1.0,2.0,4.0,6215.0,2.5,0.0,1.0,0.0,Midtown,Poor,Cape Cod,332600.0
2773.0,3.0,3.5,0.0,51.0,2717.0,1.0,0.0,0.0,1.0,Suburbs,Poor,Modern,271700.0
2708.0,2.0,1.0,0.0,45.0,17419.0,3.0,0.0,1.0,1.0,Uptown,Fair,Modern,446600.0
4065.0,1.0,3.5,3.0,42.0,6093.0,1.0,0.0,1.0,0.0,Westside,Excellent,Colonial,643300.0
979.0,3.0,3.5,0.0,10.0,8131.0,1.0,0.0,0.0,0.0,Lakeside,Fair,Cape Cod,245100.0
1055.0,5.0,3.5,1.0,47.0,17169.0,2.0,1.0,1.0,0.0,Suburbs,Fair,Ranch,226800.0
1886.0,5.0,2.5,0.0,38.0,14839.0,2.5,0.0,0.0,0.0,Eastside,Poor,Modern,211300.0
2792.0,3.0,4.0,1.0,23.0,13186.0,1.0,1.0,1.0,0.0,Midtown,Fair,Victorian,494700.0
3585.0,2.0,1.5,2.0,0.0,2692.0,2.5,0.0,1.0,1.0,Uptown,Fair,Ranch,584200.0
2810.0,5.0,2.5,0.0,31.0,12133.0,1.0,1.0,0.0,1.0,Westside,Fair,Cape Cod,411200.0
2597.0,5.0,1.0,1.0,47.0,12096.0,2.5,0.0,1.0,0.0,Suburbs,Fair,Modern,337200.0
4732.0,5.0,3.5,3.0,2.0,7741.0,1.0,0.0,0.0,0.0,Lakeside,Fair,Colonial,834800.0
1392.0,6.0,3.0,0.0,3.0,15408.0,2.0,1.0,0.0,0.0,Midtown,Good,Ranch,371600.0
3158.0,5.0,3.5,0.0,22.0,18729.0,2.5,1.0,1.0,0.0,Downtown,Fair,Modern,612500.0
3031.0,6.0,3.5,1.0,30.0,6662.0,1.5,0.0,1.0,0.0,Lakeside,Excellent,Victorian,703000.0
2736.0,3.0,2.0,3.0,28.0,7961.0,2.5,0.0,0.0,0.0,Lakeside,Good,Ranch,554200.0
4172.0,3.0,1.0,1.0,25.0,7802.0,2.5,0.0,1.0,1.0,Eastside,Good,Cape Cod,533600.0
1847.0,2.0,4.0,2.0,15.0,17028.0,2.5,1.0,1.0,0.0,Westside,Good,Modern,432500.0
4801.0,2.0,2.5,0.0,3.0,3399.0,1.5,1.0,0.0,0.0,Suburbs,Excellent,Victorian,766100.0
2125.0,5.0,1.0,2.0,1.0,18126.0,2.5,0.0,1.0,1.0,Uptown,Fair,Colonial,470300.0
3043.0,5.0,4.0,0.0,5.0,15950.0,2.5,0.0,1.0,0.0,Uptown,Excellent,Colonial,757200.0
2938.0,5.0,4.0,2.0,41.0,10700.0,1.5,0.0,1.0,1.0,Lakeside,Poor,Victorian,489100.0
,2.0,2.5,0.0,47.0,12503.0,2.5,0.0,1.0,0.0,Uptown,Poor,Ranch,547400.0
,3.0,3.5,3.0,26.0,18097.0,3.0,0.0,0.0,0.0,Westside,Excellent,Colonial,585800.0
1923.0,2.0,1.0,1.0,4.0,15857.0,3.0,0.0,0.0,0.0,Uptown,Excellent,Colonial,503200.0
792.0,6.0,1.0,0.0,24.0,6982.0,2.5,1.0,0.0,0.0,Eastside,Poor,Ranch,143800.0
2263.0,2.0,1.5,1.0,59.0,2907.0,2.5,0.0,0.0,1.0,Suburbs,Good,Ranch,285800.0
4253.0,,3.0,0.0,14.0,13851.0,3.0,0.0,0.0,1.0,Eastside,Good,Colonial,574000.0
742.0,4.0,1.0,0.0,29.0,4624.0,1.5,0.0,1.0,0.0,Downtown,Poor,Colonial,119700.0
4553.0,6.0,1.0,2.0,32.0,3583.0,2.5,0.0,0.0,0.0,Westside,Good,Colonial,621200.0
3034.0,6.0,3.0,,19.0,19681.0,1.0,1.0,1.0,1.0,Downtown,Good,Modern,709300.0
1303.0,1.0,3.5,1.0,26.0,10530.0,1.5,0.0,0.0,0.0,Heritage,Good,Victorian,221000.0
1999.0,2.0,3.5,3.0,28.0,13715.0,3.0,0.0,0.0,0.0,Lakeside,Good,Ranch,499700.0
3082.0,1.0,3.5,0.0,28.0,5911.0,1.5,0.0,1.0,1.0,Eastside,Excellent,Cape Cod,462200.0
2057.0,2.0,3.5,1.0,43.0,3830.0,3.0,0.0,1.0,0.0,Heritage,Poor,Modern,233300.0
1166.0,4.0,3.0,0.0,,3129.0,2.0,0.0,0.0,0.0,Lakeside,Good,Victorian,215300.0
3563.0,2.0,2.5,1.0,3.0,8378.0,1.5,0.0,1.0,0.0,Suburbs,Fair,Ranch,463200.0
3590.0,1.0,3.5,1.0,0.0,2067.0,1.0,0.0,0.0,0.0,Westside,Excellent,Cape Cod,573400.0
1211.0,4.0,2.0,0.0,,9561.0,2.0,0.0,0.0,1.0,Midtown,Fair,Modern,229700.0
1909.0,1.0,1.0,0.0,54.0,7845.0,2.0,1.0,0.0,0.0,Lakeside,Excellent,Victorian,336400.0
1748.0,2.0,3.5,3.0,2.0,11482.0,2.0,0.0,1.0,1.0,Lakeside,Good,Ranch,492300.0
,1.0,1.5,0.0,4.0,12611.0,1.0,1.0,0.0,0.0,Heritage,Poor,Ranch,386800.0
3840.0,1.0,4.0,3.0,40.0,7551.0,1.5,0.0,1.0,0.0,Midtown,Excellent,Colonial,684500.0
3826.0,3.0,2.0,3.0,27.0,10194.0,1.0,0.0,0.0,1.0,Suburbs,Poor,Colonial,429600.0
4736.0,6.0,3.5,1.0,13.0,3405.0,1.5,1.0,0.0,0.0,Suburbs,Fair,Colonial,668000.0
4005.0,5.0,1.0,1.0,12.0,7431.0,3.0,0.0,1.0,0.0,Suburbs,Fair,Victorian,530400.0
2078.0,1.0,3.0,3.0,39.0,19607.0,1.0,1.0,0.0,0.0,Heritage,Good,Ranch,339600.0
1163.0,1.0,2.5,3.0,31.0,19841.0,2.5,0.0,0.0,1.0,Eastside,Fair,Colonial,224000.0
3342.0,3.0,2.5,0.0,38.0,10744.0,1.0,0.0,0.0,1.0,Uptown,Good,Cape Cod,549200.0
4638.0,4.0,1.5,3.0,16.0,18911.0,2.0,0.0,0.0,0.0,Midtown,Good,Cape Cod,771800.0
4893.0,5.0,4.0,3.0,31.0,11023.0,3.0,0.0,0.0,0.0,Suburbs,Poor,Ranch,589900.0
1689.0,5.0,2.0,0.0,51.0,4261.0,1.5,0.0,0.0,0.0,Eastside,Poor,Modern,155600.0
1716.0,3.0,3.5,0.0,18.0,17622.0,1.0,0.0,1.0,0.0,Midtown,Fair,Cape Cod,340200.0
860.0,2.0,2.0,2.0,23.0,9471.0,2.0,0.0,0.0,0.0,Lakeside,Poor,Victorian,183200.0
1307.0,1.0,1.0,0.0,9.0,13023.0,1.5,0.0,0.0,1.0,Downtown,Excellent,Colonial,350500.0
3085.0,1.0,4.0,2.0,38.0,13679.0,3.0,1.0,1.0,0.0,Heritage,Fair,Victorian,443400.0
3051.0,1.0,1.5,0.0,1.0,7544.0,3.0,0.0,0.0,0.0,Downtown,Fair,Colonial,518800.0
2294.0,6.0,1.5,2.0,14.0,15202.0,2.5,1.0,1.0,0.0,Midtown,Good,Colonial,520900.0
2032.0,2.0,4.0,0.0,42.0,11023.0,2.5,0.0,1.0,0.0,Uptown,Excellent,Cape Cod,423400.0
4268.0,5.0,4.0,0.0,1.0,8594.0,2.5,0.0,0.0,0.0,Westside,Good,Modern,681800.0
2678.0,4.0,4.0,0.0,59.0,7362.0,2.5,0.0,0.0,0.0,Westside,Good,Victorian,338900.0
4175.0,4.0,2.0,0.0,24.0,15433.0,2.0,1.0,0.0,0.0,Suburbs,Excellent,Ranch,700800.0
4841.0,3.0,3.5,2.0,23.0,6488.0,3.0,0.0,0.0,0.0,Midtown,Excellent,Cape Cod,895900.0
2063.0,,2.0,0.0,32.0,4234.0,1.5,1.0,0.0,1.0,Eastside,Poor,Ranch,251000.0
1571.0,1.0,3.5,,38.0,17871.0,1.0,0.0,1.0,0.0,Midtown,Poor,Modern,254700.0
4797.0,1.0,2.5,2.0,27.0,7972.0,2.5,0.0,1.0,0.0,Downtown,Fair,Colonial,771200.0
3429.0,3.0,1.0,1.0,53.0,13538.0,2.5,1.0,0.0,0.0,Suburbs,Excellent,Colonial,538000.0
1950.0,3.0,2.0,3.0,57.0,14895.0,3.0,1.0,1.0,0.0,Eastside,Excellent,Ranch,358100.0
3373.0,4.0,2.5,,12.0,17090.0,1.5,0.0,0.0,0.0,Uptown,Good,Colonial,645600.0
2914.0,5.0,1.5,2.0,42.0,13262.0,2.0,1.0,1.0,0.0,Eastside,Good,Modern,414600.0
4593.0,4.0,2.0,0.0,18.0,14742.0,2.0,0.0,1.0,0.0,Suburbs,Poor,Victorian,516100.0
1800.0,2.0,2.5,2.0,59.0,17069.0,1.5,1.0,0.0,0.0,Westside,Good,Ranch,314000.0
4962.0,2.0,1.0,2.0,15.0,18980.0,2.5,0.0,0.0,0.0,Suburbs,Poor,Colonial,563200.0
4724.0,5.0,1.5,3.0,17.0,2843.0,2.0,0.0,0.0,1.0,Westside,Good,Ranch,721000.0
1477.0,2.0,3.5,1.0,42.0,15378.0,2.5,0.0,1.0,1.0,Lakeside,Poor,Victorian,289500.0
1407.0,4.0,2.0,2.0,47.0,5139.0,2.0,1.0,0.0,1.0,Uptown,Poor,Cape Cod,217200.0
2992.0,4.0,3.0,1.0,7.0,18042.0,1.5,0.0,1.0,0.0,Suburbs,Excellent,Cape Cod,591500.0
893.0,,2.5,0.0,33.0,2872.0,3.0,0.0,0.0,1.0,Downtown,Excellent,Cape Cod,269900.0
1984.0,5.0,2.5,0.0,20.0,6441.0,2.0,0.0,0.0,0.0,Uptown,Good,Ranch,361100.0
2570.0,3.0,2.0,3.0,36.0,5458.0,2.5,0.0,1.0,0.0,Downtown,Good,Victorian,494000.0
,2.0,2.5,2.0,33.0,12861.0,2.0,0.0,0.0,1.0,Heritage,Poor,Ranch,507900.0
,3.0,3.5,1.0,59.0,2077.0,1.5,0.0,0.0,1.0,Heritage,Good,Victorian,623400.0
1351.0,3.0,4.0,2.0,56.0,2306.0,3.0,0.0,1.0,0.0,Heritage,Good,Victorian,198700.0
4534.0,2.0,1.5,0.0,39.0,11075.0,1.5,0.0,0.0,1.0,Heritage,Good,Modern,563100.0
1090.0,4.0,3.0,0.0,40.0,19489.0,3.0,0.0,1.0,0.0,Eastside,Fair,Colonial,181300.0
3919.0,2.0,4.0,2.0,53.0,11509.0,2.0,0.0,1.0,0.0,Uptown,Fair,Ranch,582100.0
4336.0,4.0,1.0,2.0,11.0,10026.0,1.0,1.0,0.0,0.0,Midtown,Excellent,Victorian,818500.0
4530.0,5.0,3.5,3.0,43.0,13842.0,1.0,0.0,0.0,0.0,Uptown,Fair,Victorian,706800.0
,6.0,2.5,3.0,46.0,11932.0,3.0,0.0,0.0,1.0,Lakeside,Excellent,Modern,506700.0
4541.0,1.0,4.0,1.0,7.0,8928.0,2.0,0.0,1.0,0.0,Midtown,Excellent,Ranch,841500.0
1198.0,5.0,3.0,3.0,52.0,12593.0,1.5,0.0,1.0,0.0,Midtown,Excellent,Modern,303800.0
2931.0,1.0,3.5,1.0,41.0,2057.0,3.0,0.0,1.0,1.0,Westside,Good,Victorian,454300.0
2719.0,3.0,1.5,3.0,20.0,6400.0,2.5,1.0,1.0,1.0,Uptown,Poor,Modern,445400.0
2058.0,2.0,1.0,0.0,29.0,14130.0,2.5,0.0,0.0,1.0,Uptown,Poor,Cape Cod,297100.0
795.0,1.0,4.0,0.0,29.0,8147.0,2.5,0.0,0.0,1.0,Suburbs,Good,Colonial,182800.0
4019.0,2.0,2.5,0.0,55.0,2977.0,1.0,1.0,0.0,1.0,Downtown,Fair,Modern,577300.0
2143.0,1.0,2.5,3.0,58.0,4239.0,1.0,0.0,1.0,0.0,Downtown,Poor,Ranch,286200.0
3545.0,5.0,1.5,0.0,48.0,17591.0,2.5,0.0,0.0,0.0,Midtown,Excellent,Cape Cod,624800.0
2463.0,1.0,1.5,3.0,39.0,7932.0,1.0,0.0,0.0,1.0,Heritage,Excellent,Victorian,403000.0
2306.0,3.0,3.5,2.0,6.0,2407.0,2.5,0.0,0.0,0.0,Uptown,Fair,Modern,422300.0
4511.0,5.0,2.0,0.0,54.0,15118.0,1.0,0.0,0.0,0.0,Westside,Good,Modern,591800.0
1106.0,6.0,3.0,3.0,8.0,11548.0,1.5,1.0,0.0,0.0,Uptown,Fair,Modern,327200.0
3867.0,6.0,2.0,0.0,10.0,10124.0,2.5,0.0,0.0,0.0,Uptown,Fair,Colonial,595500.0
3911.0,1.0,1.5,0.0,,18108.0,2.5,0.0,1.0,0.0,Suburbs,Good,Modern,603100.0
2333.0,6.0,1.5,2.0,56.0,7647.0,2.5,0.0,1.0,1.0,Eastside,Fair,Victorian,277100.0
1828.0,4.0,4.0,1.0,29.0,12304.0,2.5,0.0,0.0,0.0,Westside,Excellent,Modern,423400.0
722.0,,4.0,1.0,14.0,15408.0,1.0,0.0,1.0,0.0,Uptown,Poor,Modern,184000.0
4728.0,3.0,1.0,0.0,4.0,12951.0,3.0,0.0,0.0,0.0,Eastside,Good,Victorian,629300.0
4775.0,6.0,2.0,2.0,24.0,5743.0,1.5,0.0,1.0,1.0,Midtown,Excellent,Ranch,842700.0
1736.0,3.0,2.5,0.0,43.0,14268.0,1.0,1.0,0.0,0.0,Uptown,Excellent,Colonial,375500.0
837.0,2.0,2.0,0.0,59.0,15381.0,3.0,1.0,1.0,0.0,Westside,Poor,Cape Cod,149800.0
1227.0,6.0,3.5,2.0,33.0,4203.0,1.0,0.0,0.0,0.0,Eastside,Poor,Victorian,180200.0
990.0,6.0,1.5,1.0,36.0,4978.0,2.0,0.0,0.0,0.0,Downtown,Good,Modern,219600.0
4273.0,6.0,1.0,2.0,50.0,14148.0,2.0,0.0,1.0,0.0,Midtown,Excellent,Colonial,719900.0
4535.0,6.0,2.0,0.0,54.0,4141.0,2.5,0.0,1.0,0.0,Midtown,Excellent,Modern,709400.0
1359.0,6.0,3.0,2.0,16.0,17846.0,1.0,0.0,1.0,0.0,Lakeside,Excellent,Victorian,516500.0
3910.0,3.0,1.5,3.0,59.0,3972.0,1.0,0.0,0.0,1.0,Uptown,Poor,Colonial,472100.0
1470.0,2.0,3.5,1.0,31.0,19535.0,2.0,1.0,0.0,0.0,Heritage,Good,Ranch,290200.0
2278.0,4.0,1.0,1.0,55.0,14087.0,2.0,0.0,1.0,0.0,Eastside,Good,Colonial,298400.0
3277.0,2.0,,2.0,7.0,9974.0,2.5,0.0,0.0,1.0,Suburbs,Good,Victorian,496100.0
3795.0,3.0,2.5,2.0,,6831.0,2.5,0.0,0.0,1.0,Midtown,Excellent,Colonial,763400.0
4460.0,4.0,2.5,0.0,53.0,8201.0,1.0,0.0,0.0,0.0,Heritage,Poor,Colonial,404600.0
892.0,6.0,2.0,2.0,40.0,15473.0,3.0,0.0,0.0,1.0,Uptown,Fair,Colonial,269900.0
1544.0,2.0,1.5,0.0,10.0,15559.0,2.0,0.0,0.0,0.0,Westside,Fair,Colonial,247900.0
1906.0,2.0,1.0,2.0,53.0,5755.0,3.0,1.0,0.0,0.0,Lakeside,Excellent,Modern,382600.0
2034.0,5.0,,3.0,6.0,11771.0,3.0,1.0,1.0,1.0,Westside,Poor,Victorian,383300.0
4991.0,1.0,2.0,2.0,40.0,19872.0,1.0,1.0,1.0,0.0,Downtown,Fair,Victorian,802300.0
4042.0,4.0,1.0,3.0,12.0,6631.0,2.0,0.0,1.0,0.0,Uptown,Poor,Ranch,570800.0
2077.0,5.0,2.0,1.0,4.0,14481.0,2.0,0.0,1.0,1.0,Uptown,Poor,Victorian,387600.0
4878.0,4.0,4.0,3.0,48.0,5098.0,2.0,0.0,0.0,1.0,Uptown,Excellent,Cape Cod,975800.0
2847.0,3.0,1.5,3.0,50.0,17013.0,1.5,0.0,1.0,1.0,Heritage,Excellent,Modern,485800.0
2853.0,5.0,4.0,3.0,6.0,5064.0,2.0,0.0,1.0,1.0,Downtown,Fair,Victorian,596700.0
2564.0,3.0,1.5,2.0,5.0,7357.0,2.0,1.0,0.0,0.0,Eastside,Good,Colonial,397500.0
1318.0,5.0,1.5,2.0,36.0,10265.0,1.0,0.0,0.0,0.0,Heritage,Good,Colonial,234900.0
4717.0,3.0,1.5,2.0,1.0,8671.0,1.5,0.0,1.0,0.0,Heritage,Excellent,Ranch,753700.0
759.0,1.0,2.0,3.0,,5062.0,1.0,0.0,1.0,1.0,Eastside,Fair,Ranch,121600.0
1449.0,4.0,1.0,3.0,54.0,13537.0,3.0,0.0,1.0,0.0,Heritage,Excellent,Modern,260200.0
1687.0,1.0,3.0,1.0,45.0,2354.0,2.5,0.0,1.0,0.0,Midtown,Fair,Cape Cod,248100.0
1900.0,6.0,2.0,0.0,13.0,19703.0,1.5,0.0,1.0,0.0,Eastside,Good,Cape Cod,323300.0
1266.0,4.0,3.5,0.0,11.0,2937.0,1.5,0.0,1.0,1.0,Eastside,Fair,Modern,217200.0
777.0,3.0,2.5,0.0,40.0,8009.0,1.0,0.0,1.0,0.0,Downtown,Good,Cape Cod,205700.0
3613.0,3.0,2.5,0.0,3.0,18737.0,1.5,1.0,1.0,0.0,Downtown,Fair,Victorian,674200.0
4868.0,4.0,2.5,0.0,32.0,4791.0,3.0,0.0,1.0,1.0,Heritage,Excellent,Colonial,759000.0
1223.0,2.0,1.5,0.0,26.0,3313.0,1.0,0.0,0.0,1.0,Suburbs,Good,Colonial,173600.0
1975.0,2.0,3.0,3.0,44.0,15390.0,1.0,0.0,1.0,0.0,Uptown,Fair,Colonial,376100.0
2877.0,3.0,1.0,0.0,12.0,3317.0,3.0,0.0,0.0,0.0,Eastside,Excellent,Modern,427000.0
4688.0,2.0,3.5,2.0,45.0,18192.0,2.0,0.0,0.0,1.0,Eastside,Good,Ranch,628500.0
3685.0,5.0,4.0,1.0,41.0,10121.0,1.0,0.0,0.0,0.0,Eastside,Fair,Cape Cod,459000.0
3994.0,1.0,3.5,0.0,14.0,17647.0,2.0,0.0,0.0,0.0,Heritage,Poor,Modern,427600.0
3198.0,5.0,2.5,2.0,21.0,6411.0,2.5,0.0,0.0,1.0,Lakeside,Excellent,Colonial,772600.0
2493.0,3.0,2.0,3.0,3.0,4540.0,1.5,0.0,0.0,0.0,Heritage,Excellent,Modern,440000.0
1559.0,4.0,4.0,3.0,26.0,19328.0,1.5,0.0,0.0,0.0,Westside,Good,Ranch,377400.0
4416.0,1.0,1.5,3.0,,15719.0,2.5,0.0,1.0,0.0,Heritage,Excellent,Victorian,710300.0
4157.0,3.0,2.5,2.0,6.0,18397.0,2.0,1.0,1.0,0.0,Eastside,Good,Ranch,641600.0
807.0,5.0,3.5,2.0,33.0,7757.0,3.0,0.0,1.0,0.0,Eastside,Poor,Ranch,140600.0
3776.0,2.0,4.0,0.0,34.0,9285.0,1.5,0.0,0.0,1.0,Lakeside,Poor,Ranch,544700.0
1062.0,1.0,4.0,3.0,5.0,12390.0,1.5,0.0,0.0,0.0,Lakeside,Poor,Modern,267100.0
3877.0,4.0,1.0,2.0,11.0,10077.0,1.0,0.0,1.0,1.0,Downtown,Poor,Modern,586900.0
4251.0,1.0,,1.0,4.0,6367.0,2.5,0.0,0.0,1.0,Heritage,Good,Cape Cod,607100.0
,2.0,1.0,1.0,40.0,8752.0,2.0,0.0,1.0,1.0,Westside,Excellent,Cape Cod,242400.0
2565.0,3.0,3.0,2.0,20.0,12957.0,1.5,0.0,1.0,0.0,Heritage,Poor,Cape Cod,314100.0
1232.0,4.0,4.0,0.0,4.0,2681.0,2.5,1.0,0.0,1.0,Westside,Good,Cape Cod,301500.0
3139.0,4.0,3.0,3.0,11.0,8046.0,1.5,0.0,0.0,0.0,Heritage,Poor,Ranch,388900.0
4688.0,5.0,4.0,1.0,58.0,7271.0,1.0,1.0,0.0,1.0,Uptown,Fair,Modern,690800.0
1047.0,6.0,2.0,0.0,15.0,3265.0,2.0,1.0,0.0,0.0,Suburbs,Excellent,Modern,259800.0
2409.0,1.0,2.0,1.0,41.0,4208.0,2.0,0.0,0.0,1.0,Suburbs,Excellent,Ranch,382200.0
4884.0,3.0,2.0,3.0,28.0,10922.0,2.0,0.0,1.0,0.0,Uptown,Excellent,Ranch,996400.0
1994.0,1.0,2.0,1.0,10.0,3842.0,2.0,0.0,1.0,0.0,Suburbs,Fair,Cape Cod,279600.0
1268.0,1.0,3.0,2.0,18.0,8208.0,3.0,1.0,0.0,0.0,Midtown,Excellent,Cape Cod,348100.0
2800.0,2.0,2.5,3.0,0.0,12095.0,1.5,0.0,0.0,0.0,Suburbs,Excellent,Colonial,554700.0
2886.0,4.0,3.5,0.0,44.0,17729.0,1.5,0.0,0.0,0.0,Suburbs,Fair,Ranch,352300.0
3550.0,6.0,2.0,3.0,20.0,3777.0,2.0,0.0,0.0,0.0,Eastside,Fair,Colonial,435800.0
2049.0,5.0,2.0,1.0,29.0,9823.0,1.0,1.0,1.0,1.0,Lakeside,Poor,Ranch,373400.0
4809.0,4.0,1.5,2.0,9.0,3852.0,1.0,0.0,1.0,1.0,Suburbs,Excellent,Modern,784800.0
2940.0,5.0,2.5,0.0,49.0,9714.0,2.0,0.0,1.0,0.0,Eastside,Poor,Colonial,274400.0
1931.0,2.0,4.0,0.0,13.0,10649.0,2.0,0.0,0.0,1.0,Westside,Fair,Ranch,341200.0
4829.0,6.0,4.0,3.0,33.0,16386.0,2.5,0.0,0.0,1.0,Westside,Fair,Cape Cod,726700.0
4676.0,6.0,1.5,3.0,52.0,9961.0,1.0,1.0,1.0,1.0,Downtown,Poor,Cape Cod,671900.0
2846.0,,2.5,3.0,42.0,18839.0,3.0,1.0,1.0,0.0,Westside,Excellent,Cape Cod,568300.0
806.0,3.0,3.0,2.0,36.0,4477.0,2.0,0.0,1.0,0.0,Downtown,Good,Cape Cod,219200.0
3266.0,5.0,3.0,1.0,53.0,2956.0,1.0,0.0,0.0,1.0,Suburbs,Poor,Ranch,351000.0
3087.0,3.0,1.0,0.0,10.0,2080.0,1.5,1.0,1.0,0.0,Uptown,Poor,Modern,413400.0
